speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_RegretSecondary_1.wav,RegretSecondary,low,,0.8,4.17,I wish I had done things differently. I made a mistake.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Resentment(AngerBitterness)_1.wav,Resentment(AngerBitterness),low,,0.55,4.06,I can't help but feel a little bitter about how things turned out.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Resfeber171_2.wav,Resfeber171,low,,0.47,4.79,I can't believe the chip is finally here so much to look forward to.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CuriositySecondary34_2.wav,CuriositySecondary34,low,,0.58,3.56,I wonder what's going on. I like to find out more.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Curiosity(AnticipationExploration)_1.wav,Curiosity(AnticipationExploration),low,,0.11,3.48,I wonder what's going on. I'd like to find out more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Mudita174_1.wav,Mudita174,low,,0.41,3.54,I'm so proud of you. This is your moment of sign.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Nighthawk_1.wav,Nighthawk,low,,0.69,7.77,"The world was silent, yet my mind was loud. Replaying memories I wished I could rewrite."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sisu164_2.wav,Sisu164,low,,0.57,4.72,"I've come too far to give up now, and nothing will stop me."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_JealousySecondary_2.wav,JealousySecondary,low,,0.13,3.89,I just wish I had what they have. It's hard not to compare.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CompassionSecondary49_2.wav,CompassionSecondary49,low,,0.62,3.59,"I feel for them, it must be really hard to go through that."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SadnessPrimary_1.wav,SadnessPrimary,low,,0.54,3.05,"It's fine, I just need a little time to myself."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Humiliation(ShameEmbarrassment)_1.wav,Humiliation(ShameEmbarrassment),low,,0.47,4.52,I feel a little embarrassed. I wish I had done it better.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Rubatosis_1.wav,Rubatosis,low,,0.54,5.75,"Each thought of my heart seemed louder, or a reminder of how fragile life can be."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Sehnsucht176_1.wav,Sehnsucht176,low,,0.29,5.92,There's something I'm searching for. Something I can't quite define.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GriefSecondary88_1.wav,GriefSecondary88,low,,0.47,4.05,It's hard to process. I miss them so much.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_JealouslySecondary83_2.wav,JealouslySecondary83,low,,0.42,3.99,I can't help but feel a little envious. I wish I had that.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_JoyPrimary77_2.wav,JoyPrimary77,low,,0.43,3.09,This makes me smile. It's such a nice moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CuriositySecondary_1.wav,CuriositySecondary,low,,0.95,3.14,"Hmm, that's interesting. I like to learn more."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CuriositySecondary_2.wav,CuriositySecondary,low,,0.73,2.86,"Hmm, that's interesting. I like to learn more."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DisappointmentSecondary_1.wav,DisappointmentSecondary,low,,0.84,4.66,I was really hoping for something better. It's a bit of a lead down.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Eucatastrophe_1.wav,Eucatastrophe,low,,0.7,5.81,"Just when I thought all was lost, the tide turned and hope came rushing back."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Ambedo173_1.wav,Ambedo173,low,,0.7,5.03,The raindrops on the window looked like tiny words each telling a story.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Eucatastrophe_2.wav,Eucatastrophe,low,,0.8,6.6,"Just when I thought all was lost, the tide turned and hope came rushing back."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ConfidenceSecondary67_1.wav,ConfidenceSecondary67,low,,0.47,3.43,I feel pretty good about this. I think it's going to work out.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Saudade_1.wav,Saudade,low,,0.73,9.18,"Sometimes, I can almost feel the warmth of your hand in mind, even though you've been gone for so long."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AdmirationSecondary86_2.wav,AdmirationSecondary86,low,,0.32,3.27,I really respect what they've accomplished. It's impressive.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Eucatastrophe_1.wav,Eucatastrophe,low,,0.46,8.54,just when I thought it was all lost. The tide turned and hope came rushing back.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Torschlusspanik_1.wav,Torschlusspanik,low,,0.34,6.28,There's so much left to do and I feel the clock taking louder with each passing moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GratitudeSecondary59_1.wav,GratitudeSecondary59,low,,0.58,3.02,Thank you. I really appreciate what you've done for me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Yugen_1.wav,Yugen,low,,0.73,5.08,"Under the endless stars, I feel the weight and wonder of existence."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ContentmentPrimary97_2.wav,ContentmentPrimary97,low,,0.46,2.65,I feel pretty good. It's been a nice day.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Natsukashii_1.wav,Natsukashii,low,,0.4,7.63,The scent of the ocean brings me back to those carefree summer days we spent together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmpathySecondary_2.wav,EmpathySecondary,low,,0.44,3.12,I understand where you're coming from. I'm here for you.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Ambedo_1.wav,Ambedo,low,,0.43,7.0,"The raindrops on the window looked like tiny worlds, each telling a story."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_FrustrationSecondary_1.wav,FrustrationSecondary,low,,0.53,3.85,"Ugh, this is taking longer than I expected."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Loneliness(SadnessIsolation)_1.wav,Loneliness(SadnessIsolation),low,,0.4,5.74,"Sometimes, I just feel so alone. It's hard to explain."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AngerPrimary_1.wav,AngerPrimary,low,,0.55,3.88,"I'm not happy about this, let's sort it out calmly, okay?"
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_AngerPrimary_2.wav,AngerPrimary,low,,0.35,4.49,This is frustrating. I don't understand why this keeps happening.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_GratitudeSecondary_1.wav,GratitudeSecondary,low,,0.15,2.24,Thank you for your help. I really appreciate it.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuprisePrimary43_1.wav,SuprisePrimary43,low,,0.48,3.43,"Oh, I wasn't expecting that. It's a pleasant surprise."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Natsukashii145_1.wav,Natsukashii145,low,,0.34,4.28,This place brings back memories of laughter and love from a time gone by.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Ubunti_1.wav,Ubunti,low,,0.38,2.62,I am who I am because of what we are together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuspicionSecondary_2.wav,SuspicionSecondary,low,,0.73,3.37,"Hmm, something feels off, I'm not entirely convinced."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuprisePrimary_2.wav,SuprisePrimary,low,,0.63,2.97,"Oh, I didn't see that coming. That's unexpected."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Mononoaware_1.wav,Mononoaware,low,,0.55,4.62,"The cherry blossoms fall, reminding me that beauty is fleeting."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Chiaroscuro180_2.wav,Chiaroscuro180,low,,0.25,4.6,"Life is full of both beauty and sorrow, each makes the other more vivid."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Mononoaware170_2.wav,Mononoaware170,low,,0.39,4.37,"The cherry blossoms fall so quickly, but that's what makes them so beautiful."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ShameSecondary_2.wav,ShameSecondary,low,,0.7,3.62,I feel embarrassed. It wasn't my best moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_BoredomSecondary_2.wav,BoredomSecondary,low,,0.5,3.91,"This isn't very engaging, it's hard to stay focused."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AngerSecondary_1.wav,AngerSecondary,low,,0.81,3.01,This is taking longer than I expected.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Torschlusspanik153_2.wav,Torschlusspanik153,low,,0.27,5.29,There's so much left to do and I feel the clock ticking louder with each passing moment.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_CuriositySecondary_2.wav,CuriositySecondary,low,,0.0,4.09,"Hmm, that's interesting. I'd like to learn more."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Surprise43Primary(Primary)_1.wav,Surprise43Primary(Primary),low,,0.38,3.8,I wasn't expecting that. It's a pleasant surprise.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ShameSecondary78_2.wav,ShameSecondary78,low,,0.46,3.88,I feel a little embarrassed. I wish I'd handle that differently.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_JealouslySecondary53_1.wav,JealouslySecondary53,low,,0.6,3.82,"I wish I had what they do, it's hard to not compare myself."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Mauerbauertraurigkeit_1.wav,Mauerbauertraurigkeit,low,,0.73,8.77,"I wanted to be alone, not because I didn't care, but because I was afraid they'd see the chaos inside me."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ReleifSecondary64_2.wav,ReleifSecondary64,low,,0.5,3.19,I'm glad that's over. I can finally breathe again.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DisdainSecondary98_1.wav,DisdainSecondary98,low,,0.33,2.99,I don't think much of that. It's not impressive at all.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_HappinessSecondary_1.wav,HappinessSecondary,low,,0.58,3.86,Thank goodness that's over. Finally I can relax.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Shame(SadnessRegret)_1.wav,Shame(SadnessRegret),low,,0.31,4.77,I feel embarrassed. I wish I had handled that better.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CalmnessPrimary_2.wav,CalmnessPrimary,low,,0.58,3.42,"Everything's okay, just take a deep breath."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DisdainSecondary98_2.wav,DisdainSecondary98,low,,0.46,3.46,I don't think much of that. It's not impressive at all.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sprezzatura_2.wav,Sprezzatura,low,,0.38,4.32,"With a calm smile, he handled the impossible as though it were nothing."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_AngerPrimary_1.wav,AngerPrimary,low,,0.7,5.25,"I'm not happy about this. Let's sort it out calmly, okay?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence143_1.wav,Limerence143,low,,0.84,5.23,Every thought circles back to you. You've become the center of my world.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sehnsucht142_1.wav,Sehnsucht142,low,,0.51,4.71,"There's a dream I chase, one that feels just out of reach."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Monachopsis_1.wav,Monachopsis,low,,0.37,4.51,"No matter how hard I try, there's always a sense that I don't belong here."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Optimism(HopefulnessAnticipation)_1.wav,Optimism(HopefulnessAnticipation),low,,0.31,4.14,I think things will get better. It's just a matter of time.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_CompassionSecondary_3.wav,CompassionSecondary,low,,0.03,1.94,I'm here if you need anything. Just let me know.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_JoyPrimary_3.wav,JoyPrimary,low,,0.03,4.79,This is nice. I'm so glad we got to spend time together today.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Depaysement_2.wav,Depaysement,low,,0.55,7.68,"The streets are unfamiliar, the language strange, but there's something exhilarating about being so far from home."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ReliefSecondary#19_1.wav,ReliefSecondary#19,low,,0.8,4.11,I'm so glad that's over. I can finally relax.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuprisePrimary68_1.wav,SuprisePrimary68,low,,0.5,2.82,"Oh, that's unexpected. I didn't see that coming."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Dulcinea178_1.wav,Dulcinea178,low,,0.33,2.73,You're everything I've ever dreamed of and more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Natsukashii161_1.wav,Natsukashii161,low,,0.43,4.73,I still remember those carefree summer afternoons walking by the lake with you.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Disappointment(SadnessRegret)_1.wav,Disappointment(SadnessRegret),low,,0.17,3.83,That's unfortunate. I was hoping for something better.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LonelinessSecondary72_2.wav,LonelinessSecondary72,low,,0.5,3.93,"Sometimes I feel a little left out, like I'm not really part of the group."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_FrustrationSecondary66_2.wav,FrustrationSecondary66,low,,0.54,3.41,This is really irritating. I wish it didn't take so long.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AnxietySecondary51_1.wav,AnxietySecondary51,low,,0.61,3.75,"I can't shake this feeling, something doesn't seem quite right."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_ReliefSecondary_3.wav,ReliefSecondary,low,,0.03,5.12,I couldn't have sat over. Finally. I got lax.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EnvySecondary_2.wav,EnvySecondary,low,,0.69,3.71,I wish I had what they have. It's hard to not feel that way.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ContemptSecondary_2.wav,ContemptSecondary,low,,0.48,3.85,I don't think they understand what they're doing. It's disappointing.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Yugen151_1.wav,Yugen151,low,,0.24,7.92,The sight of the moon reflected on the ocean fills me with an indescribable wonder.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sisu_2.wav,Sisu,low,,0.48,3.88,"Even when the odds were against me, I found the strength to keep going."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Ijirashii_2.wav,Ijirashii,low,,0.53,5.2,Watching her fight through adversity with such grace brings tears to my eyes.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_ExcitementSecondary_1.wav,ExcitementSecondary,low,,0.35,3.28,I'm looking forward to it. It should be fun.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Ununti_1.wav,Ununti,low,,0.47,2.69,I am who I am because of what we are together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LonlinessSecondary_1.wav,LonlinessSecondary,low,,0.84,4.31,"Sometimes I just feel so alone, it's hard to explain."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Natsukashii_1.wav,Natsukashii,low,,0.9,5.27,The scent of the ocean brings me back to those carefree summer days we spent together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Saudade162_2.wav,Saudade162,low,,0.54,5.12,I wonder if I'll ever feel that way again. Like everything was perfect just for a moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sprezzatura_1.wav,Sprezzatura,low,,0.27,4.67,"With a calm smile, he handled the impossible as though it were nothing."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Natsukashii145_1.wav,Natsukashii145,low,,0.53,6.65,This place brings back memories of laughter and love from a time gone by.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LovePrimary_1.wav,LovePrimary,low,,0.7,3.03,I care about you. You mean so much to me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuspicionSecondary_1.wav,SuspicionSecondary,low,,0.52,4.22,"Hmm, something feels off, a man entirely convinced."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sillage_1.wav,Sillage,low,,0.59,4.56,"Even after you've gone, the memory of your presence still fills the air."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_JealousySecondary_2.wav,JealousySecondary,low,,0.49,4.11,I just wish I had what they have. It's not hard to compare.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_NostalgiaSecondary79_2.wav,NostalgiaSecondary79,low,,0.65,3.96,I missed those days. They were so simple and carefree.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AnticipationSecondary_1.wav,AnticipationSecondary,low,,0.49,3.68,I can't wait to see how this turns out. It's exciting to think about.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DeterminationSecondary62_1.wav,DeterminationSecondary62,low,,0.57,3.47,"I've decided to see this through, I just need to keep going."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_JoyPrimary_1.wav,JoyPrimary,low,,0.14,3.71,This is nice. I'm so glad we got to spend time together today.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ComfidenceSecondary67_1.wav,ComfidenceSecondary67,low,,0.41,2.93,I feel pretty good about this. I think it's going to work out.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Amae157_1.wav,Amae157,low,,0.77,4.31,Being with you feels like I can let my guard down completely.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmpathySecondary_1.wav,EmpathySecondary,low,,0.67,3.23,I understand where you're coming from. I'm here for you.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Saudade_2.wav,Saudade,low,,0.61,7.05,"Sometimes I can almost feel the warmth of your hand and mine, even though you've been gone for so long."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_CalmnessPrimary_1.wav,CalmnessPrimary,low,,0.3,4.3,Everything's okay. Just take a deep breath.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Pride(SelfWorthAccomplishment)_1.wav,Pride(SelfWorthAccomplishment),low,,0.34,4.78,I'm happy with what I've done. It feels good to achieve this.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_SadnessPrimary_2.wav,SadnessPrimary,low,,0.77,4.45,It's fine. I just... I just need a little time to myself.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AwePrimary82_1.wav,AwePrimary82,low,,0.34,2.75,"Wow, that's really something. It's impressive."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Saudade_1.wav,Saudade,low,,0.57,6.52,"Sometimes I can almost feel the warmth of your hand in mine, even though you've been gone for so long."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Hygge_2.wav,Hygge,low,,0.46,5.19,"wrapped in a warm blanket by the fire, the world feels safe and serene."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_CuriositySecondary_1.wav,CuriositySecondary,low,,0.0,4.06,Hmm. That's interesting. I like to learn more.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Relief(HappinessEase)_1.wav,Relief(HappinessEase),low,,0.19,4.3,I'm so glad that's over. I can finally relax.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sehnsucht176_2.wav,Sehnsucht176,low,,0.43,3.68,"There's something I'm searching for, something I can't quite define."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LovePrimary_2.wav,LovePrimary,low,,0.74,3.61,I care about you. You mean so much to me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Eunoia156_1.wav,Eunoia156,low,,0.42,4.92,Let's approach this with kindness and understanding. For that's how we'll succeed together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Joskua166_1.wav,Joskua166,low,,0.64,4.65,If I just said what I really felt with things of turnout differently.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Regret(SadnessReflection)_1.wav,Regret(SadnessReflection),low,,0.24,3.88,I wish I had done things differently. I made a mistake.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GuiltSecondary#29_2.wav,GuiltSecondary#29,low,,0.65,3.79,"I feel bad about what I did, it wasn't the right thing to do."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_JoyPrimary_2.wav,JoyPrimary,low,,0.17,4.57,This is nice. I'm so glad we got to spend time together today.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GuiltSecondary#29_1.wav,GuiltSecondary#29,low,,0.51,3.56,I feel bad about what I did. It wasn't the right thing to do.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_SadnessPrimary_3.wav,SadnessPrimary,low,,0.0,3.94,"And fine, I just... I just need to turn myself."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence_1.wav,Limerence,low,,0.42,5.91,Every thought circles back to you. No matter how hard I try to focus on something else.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Embarrassment(SadnessDiscomfort)_1.wav,Embarrassment(SadnessDiscomfort),low,,0.07,3.24,That was awkward. I hope nobody noticed.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Disappointment(SadnessExpectation)_1.wav,Disappointment(SadnessExpectation),low,,0.37,4.65,I was really hoping for something better. It's a bit of a let down.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Suspicion(DistrustApprehension)_1.wav,Suspicion(DistrustApprehension),low,,0.37,4.27,I'm not entirely sure about this. It seems a bit off.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Komorebi_2.wav,Komorebi,low,,0.61,4.86,"The light dances through the trees, painting patterns of warmth on the ground."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_PrideSecondary89_2.wav,PrideSecondary89,low,,0.46,3.31,I'm happy with what I've done if he was good to achieve this.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Nikhedonia155_1.wav,Nikhedonia155,low,,0.29,4.79,I can already see myself crossing the finish line and it feels incredible.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Fago167_1.wav,Fago167,low,,0.77,4.35,I wish I could take away your pain and carry it for you.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_FearPrimary_2.wav,FearPrimary,low,,0.6,2.89,"I don't know about this, it doesn't feel right."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence172_2.wav,Limerence172,low,,0.67,4.79,I can't stop thinking about you. It's like you're always on my mind.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_PitySecondary99_2.wav,PitySecondary99,low,,0.5,3.45,I feel bad for them. They must be having a hard time.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Hope(HappinessAnticipation)_1.wav,Hope(HappinessAnticipation),low,,0.31,4.69,I think things are going to get better. I just have to keep trying.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Awe(HappinessWonder)_1.wav,Awe(HappinessWonder),low,,0.29,3.38,"Wow, that's really impressive. I didn't expect that."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Natsukashii161_1.wav,Natsukashii161,low,,0.81,6.61,I still remember those carefree summer afternoons walking by the lake with you.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence_2.wav,Limerence,low,,0.65,5.21,Every thought circles back to you no matter how hard I try to focus on something else.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AwePrimary_1.wav,AwePrimary,low,,0.59,2.83,"That's really impressive, I never seen anything like it."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Gratitude(HappinessAppreciation)_1.wav,Gratitude(HappinessAppreciation),low,,0.17,3.82,Thank you. I really appreciate what you've done for me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DeterminationSecondary61_1.wav,DeterminationSecondary61,low,,0.58,3.84,I've decided to see this through. I just need to keep going.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_AwePrimary_1.wav,AwePrimary,low,,0.03,2.88,That's really impressive. I've never seen anything like it.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_CuriositySecondary55_1.wav,CuriositySecondary55,low,,0.57,2.56,That's interesting. I like to know more about it.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Hiraeth_1.wav,Hiraeth,low,,0.18,5.25,"No matter where I go, I'll always long for the place that shaped me."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_NostalgiaSecondary39_2.wav,NostalgiaSecondary39,low,,0.82,3.93,That brings back good memories. I haven't thought about that in years.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Regret(SadnessResponsibility)_1.wav,Regret(SadnessResponsibility),low,,0.28,3.78,I wish I'd made a different choice. It would have been better.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Jealousy(EnvyResentment)_1.wav,Jealousy(EnvyResentment),low,,0.31,3.85,It's hard not to feel left out when they have so much going for them.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GratefulnessSecondary_1.wav,GratefulnessSecondary,low,,0.51,2.86,"Thank you, it means a lot to me that you do this."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_RegretSecondary80_1.wav,RegretSecondary80,low,,0.54,3.23,"I wish I had made a different choice, it would have been better."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmbaressmentSecondary_1.wav,EmbaressmentSecondary,low,,0.48,3.53,That was awkward. I hope nobody noticed.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Firgun_1.wav,Firgun,low,,0.31,4.22,Your triumph feels like a gift to us all. What a joy to witness.
